type,title,rights,ispublished,full_text_status,pres_type,keywords,note,abstract,date_type,date,event_title,event_location,event_dates,event_type,id_number,institution,department,refereed,book_title,official_url,Attribute:id,publisher,publication,volume,pagerange,issn,succeeds,isbn,referencetext,place_of_pub,pages,grado,thesis_type,master_title,item_issues_count,number,monograph_type,series
conference_item,Knowledge web: realising the semantic web... all the way to knowledge-enhanced multimedia documents,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"The semantic web and semantic web services are major efforts in order to spread and to integrate knowledge technology to the whole web. The Knowledge Web network of excellence aims at supporting their developments at the best and largest European level and supporting industry in adopting them. It especially investigates the solution of scalability, heterogeneity and dynamics obstacles to the full development of the semantic web. We explain how Knowledge Web results should benefit knowledge-enhanced multimedia applications.",published,2004-11,"European workshop  on  Integration of knowledge, semantic and digital media technologies  (EWIMT 2004)","London, UK",25 -26 November 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the European workshop  on  Integration of knowledge, semantic and digital media technologies  (EWIMT 2004)",,http://oa.upm.es/id/eprint/6273,Queen Mary University of London,,,,,,,,,,,,,0,,,
conference_item,Searching for a Time Ontology for Semantic Web Applications,none,pub,public,paper,"oeg, Esperonto",Ontology Engineering Group – OEG,"We present our experience on reusing time ontologies in Fund Finder, a semantic web application of the EU Esperonto project. On the one hand, we show a set of time ontologies implemented in different machine readable languages. Such ontologies are analyzed considering a series of features typical of time models (e.g., if they consider different granularities or different time zones). On the other hand, we present the specification of time modeling necessities for Fund Finder. Finally, we choose the ontology which fits best with the specifications.",published,2004-11,International Conference on Formal Ontology in Information Systems (FOIS’04),"Turín, Italy",4-6 November 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the Formal Ontology in Information Systems. Third Interntacional Conference (FOIS-2004),,http://oa.upm.es/id/eprint/5493,IOS Press,,,,,,,,,331,,,,0,,,
conference_item,A benchmark suite for evaluating the performance of the WebODE Ontology Engineering Platform,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Ontology tools play a key role in the development and maintenance of the Semantic Web. Hence, we need in one hand to objectively evaluate these tools, in order to analyse whether they can deal with actual and future requirements, and in the other hand to develop benchmark suites for performing these evaluations. In this paper, we describe the method we have followed to design and implement a benchmark suite for evaluating the performance of the WebODE ontology engineering workbench, along with the conclusions obtained after using this benchmark suite for evaluating WebODE.",published,2004-11,"3rd International Workshop on Evaluation of Ontology-based Tools, EON2004","Hiroshima, Japón",07/11/2004 - 11/11/2004,conference,,Informatica,Inteligencia_Artificial,TRUE,"CEUR Workshop Proceedings of the 3rd International Workshop on Evaluation of Ontology-based Tools, EON2004",http://km.aifb.kit.edu/ws/eon2004/,http://oa.upm.es/id/eprint/4879,CEUR-WS,,Vol. 1,,,,1613-0073,,"Bonn, Alemania",,,,,0,,,
conference_item,"ODESWS, A Semantic Web Service Development",none,pub,public,other,oeg,Ontology Engineering Group – OEG,"ODE SWS is a development environment to design Semantic
Web Services (SWS) at the knowledge level. ODE SWS describe
the service following a problem-solving approach in which the
SWS are modeled using tasks, to represent the SWS functional
features, and methods, to describe the SWS internal structure. In this paper, we describe the ODE SWS architecture and the capabilities of its graphical interface, which enables users to design SWS independently of the semantic markup language used to represent them.",published,2004-11,International Semantic Web Conference (ISWC04),"Hiroshima, Japan",10 November 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the  Demo en International Semantic Web Conference,,http://oa.upm.es/id/eprint/6274,,,,,,,,,,,,,,0,,,
conference_item,Advanced Design of Semantic Web Portal: ODESeW2,none,pub,public,poster,"oeg, Esperonto, KnowledgeWeb",Ontology Engineering Group – OEG,"This poster presents a rapid web application development framework to build semantic por-tals. This framework is composed of reusable views of semantic information, ontology views and an intelligent controller, as elements of the Model-View-Controller design paradigm.",published,2004-11,3nd International Semantic Web Conference (ISWC2004),Hiroshima (Japan),7-11November  2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the poster 3nd International Semantic Web Conference,,http://oa.upm.es/id/eprint/5291,,,,,,,,,,,,,,0,,,
conference_item,SWS for financial overdrawn alerting,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"In this paper, we present a Notification Agent designed and implemented using Semantic Web Services. The Notification Agent manages alerts when critical financial situations arise discovering and selecting notification services. This agent applies open research results on the Semantic Web Services technologies including on-the-fly composition based on a finite state machine and automatic discovery of semantic services. Financial Domain ontologies, based on IFX financial standard, have been constructed and extended for building agent systems using OWL and OWL-S standard (as well as other approaches like DL or f-Logic). This agent is going to be offered through integrated Online Aggregation systems in commercial financial organizations.",published,2004-11,3rd International Semantic Web Conference (ISWC2004),"Hiroshima, Japan","November 7-11, 2004",conference,,Informatica,Inteligencia_Artificial,TRUE,The SemanticWeb – ISWC 2004,,http://oa.upm.es/id/eprint/2654,Springer,,Lectur,782-796,,,3-540-23798-4,,,,,,,0,,,
conference_item,A Semantic Portal for the International Affairs Sector,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"The Royal Institute Elcano(dagger) (Real Instituto Elcano) in Spain is a prestigious independent political institute whose mission is to comment on the political situation in the world focusing on its relation to Spain. As part of its dissemination strategy it operates a public website. The online content can be accessed by navigating through categories or by a keyword-based, full text search engine. The work described in this paper aims at improving access to the content. We describe an approach, tools and techniques that allow building a semantic portal, where access is based on the meaning of concepts and relations of the International Affairs domain. The approach comprises an automatic ontology-based annotator, a semantic search engine with a natural language inter-face, a web publication tool allowing semantic navigation, and a 3D visualization component. The semantic portal is currently being tested by the Institute.",published,2004-10,"14th International Conference on Knowledge Engineering and Knowledge Management, EKAW2004","Whittlebury Hall, Northamptonshire, UK",05/10/2004 - 08/10/2004,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the 14th International Conference on Knowledge Engineering and Knowledge Management, EKAW2004",http://kmi.open.ac.uk/events/ekaw/,http://oa.upm.es/id/eprint/2632,Springer-Verlag,"Engineering Knowledge in the Age of the Semantic Web, Proceedings",LNCS 3,,,,3-540-23340-7,,"Berlín, Alemania",203,,,,0,,,
conference_item,Ontology translation approaches for interoperability: A case study with Protege-2000 and WebODE,none,pub,public,paper,oeg Esperonto,Ontology Engineering Group – OEG,We describe four ontology translation approaches that can be used to exchange ontologies between ontology tools and/or ontology languages. These approaches are analysed with regard to two main features: how they preserve the ontology semantics after the translation process (aka semantic or consequence preservation) and how they allow final users and ontology-based applications to understand the resulting ontology in the target format (aka pragmatic preservation). These approaches are illustrated with practical examples that show how they can be applied to achieve interoperability between the ontology tools Protege-2000 and WebODE.,published,2004-10,14th International Conference on Knowledge Engineering and Knowledge Management (EKAW’04),"Whittlebury Hall, UK","October 5-8, 2004",conference,,Informatica,Inteligencia_Artificial,TRUE,Engineering Knowledge in the Age of the Semantic Web.,,http://oa.upm.es/id/eprint/2640,Springer,,Lectur,30-46,,,3-540-23340-7,,,,,,,0,,,
conference_item,A customer Notification Agent for financial overdrawn using Semantic Web Services,none,pub,public,paper,oeg SWWS,Ontology Engineering Group – OEG,"In this paper, we present a Notification Agent designed and implemented using Semantic Web Services. The Notification Agent manages alerts when critical financial situations arise discovering and selecting multichannel notification services. This agent applies open research results on the Semantic Web Services technologies including on-the-fly composition based on a finite state machine and automatic discovery of semantic services. Financial Domain ontologics, based on IFX financial standard, have been constructed and extended for building agent systems using OWL and OWL-S standard (as well as other approaches like DL or f-Logic). This agent is going to be offered through integrated Online Aggregation systems in commercial financial organizations.",published,2004-10,14th International Conference on Knowledge Engineering an Knowledge Management (EKAW’04),"Whittlebury Hall, Northamptonshire, UK",5-8th OCTOBER 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Engineering Knowledge in the Age of the Semantic Web,,http://oa.upm.es/id/eprint/2653,Springer,,Lectur,371-385,,,3-540-23340-7,,,,,,,0,,,
conference_item,Development of Semantic Web Services at the Knowledge Level,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Web Services are interfaces to a collection of operations that are network-accessible through standardized XML messaging, and whose features are described using standard XML-based languages. Semantic Web Services (SWS) describe semantically the internal structure and the functional/nonfunctional capabilities of the services, facilitating the design and evaluation ofSWSs based on that semantic description of the features of the services. To enable users to design and compose SWSs at the knowledge level, the ODE SWS framework has been proposed. That framework uses problem-solving methods to describe the functional and structural features of the SWSs. In this work, we present a description of the ODE SWS environment as an implementation of the ODE SWS framework. Specially, we focus on the description of the capabilities of the SWSDesigner, the tool of the ODE SWS environment that enables users to design graphically SWSs through different but complementary views of the services.",published,2004-09,European Conference on Web Services 2004 (ECOWS04),"Erfurt, Germany",September 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the European Conference on Web Services 2004 (ECOWS04),,http://oa.upm.es/id/eprint/6228,Springer-Verlag,,3250,,,,,,,15,,,,0,,,
book_section,"R2O, an extensible and semantically based database-to-ontology mapping language",none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"We present R2O, an extensible and declarative language to describe mappings between relational DB schemas and ontologies implemented in RDF(S) or OWL. R2O provides an extensible set of primitives with welldefined semantics. This language has been conceived expressive enough to cope with complex mapping cases arisen from situations of low similarity between the ontology and the DB models.",published,2004-08,Second Workshop on Semantic Web and Databases (SWDB 2004),"Toronto, Canada",August 2004,conference,10.1007/b106149,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the Second Workshop on Semantic Web and Databases, SWDB 2004",http://www.springer.com/computer/database+management+%26+information+retrieval/book/978-3-540-24576-6,http://oa.upm.es/id/eprint/5678,Springer-Verlag,,3372,1069-1070,,,978-3-540-24576-6,,"Berlín, Alemania",227,,,,0,,,
conference_item,"ODEval: a Tool for Evaluating RDF(S), DAML+OIL, and OWL Concept Taxonomies",none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Ontologies implemented in RDF(S), DAML+OIL, and OWL should be evaluated from the point of view of knowledge representation before using them in Semantic Web applications. Several language-dependent ontology validation tools and ontology platforms, such as OilEd with FaCT, can be used in order to evaluate RDF(S), DAML+OIL and OWL ontologies. This paper offers two main contributions. The first of these exams whether previous ontology tools detect knowledge representation problems in RDF(S), DAML+OIL, and OWL concept taxonomies. Indeed, such tools do not focus on detecting inconsistencies and redundancies in concept taxonomies. The second contribution is ODEval, a language-dependent tool for evaluating, from the point of view of knowledge representation, concept taxonomies in ontologies implemented in such languages. ODEval complements previous ontology tools when we want to evaluate RDF(S), DAML+OIL, and OWL concept taxonomies",published,2004-08,1st IFIP Conference on Artificial Intelligence Applications and Innovations (AIAI 2004),"Toulouse, FRANCE","August 22-27, 2004",conference,,Informatica,Inteligencia_Artificial,TRUE,Artificial Intelligence Applications and Innovations,,http://oa.upm.es/id/eprint/5217,,,,,,,1-4020-8150-2,,,13,,,,0,,,
conference_item,La responsabilidad de entender y el deber de hacerse entender: el texto reglamentario como diálogo entre normadores y normados,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"En el ámbito de los textos de ingeniería civil existen diferentes géneros, con sus correspondientes características. Uno de esos tipos es el que se centra en la reglamentación técnica. ...",published,2004-05,GLAT- Barcelona 2004,"Barcelona, Spain","May, 2004",conference,,Informatica,Inteligencia_Artificial,TRUE,Actas de GLAT- Barcelona 2004,,http://oa.upm.es/id/eprint/6535,,,,,,,,,,,,,,0,,,
conference_item,OntoTag’s linguistic ontologies as a reference for semantic web annotations,none,pub,public,paper,"oeg, CONTENTWEB",Ontology Engineering Group – OEG,"Following the road in-between purely linguistic annotation and solely ontology-based annotation for the Semantic Web, a hybrid (ontological and linguistic) model and platform, called OntoTag, has been created, aiming at better machine comunication, interoperability and language understanding: these capabilities are divided from the incorporation into the platform of a set of linguisitic ontologies, the aim topic of this demostration, which are the main referent for the generation of multi-leveled and standardized annotations of the Semantic Web documents within OntoTag.",published,2004-05,"LREC 2004, Workshop OntoLex 2004. Ontologies and Lexical Resources in distributed environments","Lisbon, Portugal",May 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the LREC 2004, Workshop OntoLex 2004. Ontologies and Lexical Resources in distributed environments",,http://oa.upm.es/id/eprint/6532,,,,,,,,,,,,,,0,,,
conference_item,Benchmarking ontology tools. A case study for the WebODE platform,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"As the Semantic Web grows the number of tools that support it increases, and a new need arises: the assessment of these tools in order to analyse whether they can deal with actual and future performance requirements. In order to evaluate ontology tools’ performance, the development and use of benchmark suites for these tools is needed. In this paper we describe the design and execution of a benchmark suite for assessing the performance of the WebODE ontology engineering workbench.",published,2004-05,"4th International Conference on Language Resources and Evaluation, LREC2004","Lisboa, Portugal",26/05/2004 - 28/05/2004,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the 4th International Conference on Language Resources and Evaluation, LREC2004",http://www.lrec-conf.org/lrec2004/,http://oa.upm.es/id/eprint/4882,European Language Resources Association,,,,,,9782951740815,,"París, Francia",,,,,0,,,
conference_item,"Ontology Evaluation Functionalities of RDF(S), DAML+OIL, and OWL Parsers and Ontology Platforms",none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Before using ontologies in Semantic Web applications, ontology content and ontology tools (parsers, platforms, etc.) should be evaluated. In this paper we evaluate ontology evaluation functionalities of RDF(S), DAML+OIL, and OWL parsers and import services for such languages within ontology platforms. In recent years, some RDF(S), DAML+OIL, and OWL parsers have been created and several ontology platforms are able to import ontologies implemented in such languages. In this paper we present two experiments. The first one reveals that most RDF(S), DAML+OIL, and OWL parsers studied do not detect taxonomic problems, from a knowledge representation point of view, in ontologies implemented in such languages. So, if such ontologies are imported by ontology platforms, the question is: are they able to detect such problems? The second experiment presented in this paper reveals that most ontology platforms analyzed only detect a few of problems in concept taxonomies during ontology import.",published,2004-05,4th International Conference on Language Resources and Evaluation (LREC 2004),"Lisboa, Portugal",26/05/2004-28/05/2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 4th International Conference on Language Resources and Evaluation,,http://oa.upm.es/id/eprint/5218,European Language Resources Association,,,,,,2-9517408-1-6,,"Paris, Francia",3,,,,0,,,
conference_item,OntoTag’s Linguistic Ontologies: Improving Semantic Web Annotations for a Better Language Understanding in Machines,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Following the road in-between purely linguistic
annotation and solely ontology-based annotations for the
Semantic Web, a hybrid (ontological and linguistic) model
and platform, called OntoTag, has been created, aiming at
better machine communication, interoperability and
language understanding; these capabilities are derived
from the incorporation into the platform of a set of
linguistic ontologies, the main topic of this paper, suitable
for the multi-leveled and standardized annotation of
Semantic Web documents.",published,2004-04,International Conference on Information Technology: Coding and Computing (ITCC 2004),"Las Vegas, EEUU",5-7  April 2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the International Conference on Information Technology: Coding and Computing (ITCC 2004),,http://oa.upm.es/id/eprint/6229,IEEE Computer Society,,,,,,,,,5,,,,0,,,
conference_item,Evaluation of RDF(S) and DAML+OIL Import/Export Services within Ontology Platforms,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Both ontology content and ontology building tools evaluations play
an important role before using ontologies in Semantic Web applications. In this
paper we try to assess ontology evaluation functionalities of the following
ontology platforms: OilEd, OntoEdit, Protégé-2000, and WebODE. The goal of
this paper is to analyze whether such ontology platforms prevent the ontologist
from making knowledge representation mistakes in concept taxonomies during
RDF(S) and DAML+OIL ontology import, during ontology building and during
ontology export to RDF(S) and DAML+OIL. Our study reveals that most of
these ontology platforms only detect a few mistakes in concept taxonomies
when importing RDF(S) and DAML+OIL ontologies. It also reveals that most
of these ontology platforms only detect some mistakes in concept taxonomies
during building ontologies. Our study also reveals that these platforms do not
detect any taxonomic mistake when exporting ontologies to such languages.",published,2004-04,3rd Mexican International Conference on Artificial Intelligence (MICAI 2004),"Mexico City, MEXICO","April 26-30, 2004",conference,,Informatica,Inteligencia_Artificial,TRUE,MICAI 2004: Advances in Artificial Intelligence (LNAI 2972).,,http://oa.upm.es/id/eprint/5219,,,,,,,"0302-9743 (Print), 1611-3349 (Online)",,,9,,,,0,,,
conference_item,A Framework for Design and Composition of Semantic Web Services,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Semantic Web Services (SWS) are Web Services (WS)
whose description is semantically enhanced with markup
languages (e.g., OWL-S). This semantic description will enable external agents and programs to discover, compose and
invoke SWSs. However, as a previous step to the specification of SWSs in a language, it must be designed at a conceptual level to guarantee its correctness and avoid
inconsistencies among its internal components. In this
paper, we present a framework for design and (semi)
automatic composition of SWSs at a language-independent
and knowledge level. This framework is based on a stack of
ontologies that (1) describe the different parts of a SWS;
and (2) contain a set of axioms that are really design rules to be verified by the ontology instances. Based on these ontologies, design and composition of SWSs can be viewed as the correct instantiation of the ontologies themselves. Once these instances have been created they will be exported to SWS languages such as OWL-S.",published,2004-03,AAAI Spring Symposium Series on Semantic Web Services,"Stanford University,  USA",22-24  March  2004,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the  AAAI Spring Symposium Series on Semantic Web Services,,http://oa.upm.es/id/eprint/6231,American Asociation for Artificial Intelligence,,,,,,1-57735-198-3,,,8,,,,0,,,
book_section,Ontology Evaluation,none,pub,public,,oeg,Ontology Engineering Group – OEG,"The evaluation of ontologies is an emerging field. At present, a deep core of preliminary ideas and guidelines for evaluation ontologies is missing. This paper presents a brief summary of previous works on evaluation ontologies and the criteria (consistency, completeness, conciseness, expandability and sensitiveness) used to evaluate and assess ontologies. ...",published,2004,,,,,,Informatica,Inteligencia_Artificial,TRUE,Handbook on Ontologies,,http://oa.upm.es/id/eprint/6427,Springer,,,251-274,,,3-540-40834-7,,,,,,,0,,,International Handbooks on Information Systems
article,ONTOMETRIC: A Method to Choose the Appropriate Ontology,none,pub,public,,oeg,Ontology Engineering Group – OEG,"In the last years, the development of ontology-based applications has increased considerably, mainly related to the semantic web. Users currently looking for ontologies in order to incorporate them into their systems, just use their experience and intuition. This makes it difficult for them to justify their choices. Mainly, this is due to the lack of methods that help the user to determine which are the most appropriate ontologies for the new system. To solve this deficiency, the present work proposes a method, ONTOMETRIC, which allows the users to measure the suitability of existing ontologies, regarding the requirements of their systems.",published,2004,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/6467,IDEA GROUP PUBLISHING,Journal of Database Management,2,1-18,,,,,,,,,,0,15,,
conference_item,ODESeW. Automatic Generation of Knowledge Portals for Intranets and Extranets,none,pub,public,paper,oeg Esperonto,Ontology Engineering Group – OEG,"This paper presents ODESeW (Semantic Web Portal based on WebODE platform [1]) as an ontology-based application that automatically generates and manages a knowledge portal for Intranets and Extranets. ODESeW is designed on the top of WebODE ontology engineering platform. This paper shows the service architecture that allows configuring the visualization of ontology-based information for different kinds of users, establishing reading and updating access policies to its content, and performing consistency checking between the portal information and the ontologies underlying it.",published,2003-11,2nd International Semantic Web Conference (ISWC2003),"Sanibel Island, Florida, USA",20-23 October 2003,conference,,Informatica,Inteligencia_Artificial,TRUE,The SemanticWeb - Proceedings of the 2nd International Semantic Web Conference (ISWC2003),,http://oa.upm.es/id/eprint/2643,Springer,,Lectur,802-817,,,,,,802,,,,0,,,
monograph,"Technological platform for the semantic web: ontologies, natural language analysis, and e-commerce.",none,pub,public,,oeg,Ontology Engineering Group – OEG,"The goal of this project is to provide core technology for the semantic Web. Our aim is to develop an ontology-based platform for allowing users to query e-commerce applications by using natural language, performing the automatic information retrieval from web documents annotated with ontological and linguistic information. ...",published,2003-11,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/5287,CAEPIA-TTIA 2003,,,,,,,,V Jornadas de Transferencia Tecnológica de Inteligencia Artificial,7,,,,0,,technical_report,
conference_item,Evaluation experiment of ontology tools’ interoperability with the WebODE ontology engineering workbench,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This paper presents the results of the  interoperability experiment  proposed in EON2003, using the following ontology tools:  Protégé-2000 and  WebODE. We will show which  knowledge is  preserved and which knowledge  is  lost in the import/export processes between tools when using RDF(S) as an  intermediate language.",published,2003-10-20,"Evaluation of Ontology-based Tools Workshop (EON 2003), 2nd International Semantic Web Conference (ISWC 2003)","Sanibel Island, Florida, USA",20 October 2003,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 2nd International Workshop on Evaluation of Ontology-based Tools held at the 2nd International Semantic Web Conference ISWC 2003,http://sunsite.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-87/,http://oa.upm.es/id/eprint/5221,CEUR,,87,,,,ISSN 1613-0073,,,,,,,0,,,
conference_item,"Results of Taxonomic Evaluation of RDF(S) and
DAML+OIL Ontologies using RDF(S) and DAML+OIL
Validation Tools and Ontology Platforms Import Services",none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Before using RDF(S) and DAML+OIL ontologies in Semantic Web applications, its content should be evaluated from a knowledge representation point of view. In recent years, some RDF(S) and DAML+OIL ‘checkers’, ‘validators’, and ‘parsers’ have been created and several ontology platforms are able to import RDF(S) and DAML+OIL ontologies. Two are the experiments presented in this paper. The first one reveals that the majority of RDF(S) and DAML+OIL parsers (Validating RDF Parser, RDF Validation Service, DAML Validator, and DAML+OIL Ontology Checker) do not detect taxonomic mistakes in ontologies implemented in  such languages. So, if such ontologies are imported by ontology platforms, are they able to detect such problems? The second experiment presented in this paper reveals that the majority of the ontology platforms (OilEd, OntoEdit, Protégé-2000, and WebODE) only detect a few of mistakes in concept taxonomies before importing them.",published,2003-10-20,"2nd International Workshop on Evaluation of Ontology Based Tools held at the 2nd International Semantic Web Conference ISWC 2003, EON 2003, evaluation of ontology based tools","Florida, USA 20 October 2003",20/10/2003 - 20/10/2003,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the 2nd International Workshop on Evaluation of Ontology Based Tools held at the 2nd International Semantic Web Conference ISWC 2003, EON 2003, evaluation of ontology based tools",http://km.aifb.kit.edu/ws/eon2003,http://oa.upm.es/id/eprint/5220,"Institut AIFB, Universität Karlsruhe",,,,,,,,"Karlsruhe, Alemania",,,,,0,,,
article,WEBODE in a nutshell,none,pub,public,,oeg,Ontology Engineering Group – OEG,"WEBODE is a scalable workbench for ontological engineering that eases the design, development, and management of ontologies and includes middleware services to aid in the integration of ontologies into real-world applications. WEBODE presents a framework to integrate new ontology-based tools and services, where developers only worry about the new logic they want to provide on top of the knowledge stored in their ontologies.",published,2003-10,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/2630,,AI Magazine,24,37-47,0738-4602,,,,,,,,,0,3,,
conference_item,Fund Finder: A case study of database-to-ontology mapping,none,pub,public,paper,"database-to-ontology mapping, ontology population, information integration. oeg",Ontology Engineering Group – OEG,"The mapping between databases and ontologies is a basic problem when trying to ""upgrade"" deep web content to the semantic web. Our approach suggests the declarative definition of mappings as a way to achieve domain independency and reusability. A specific language (expressive enough to cover some real world mapping situations like lightly structured databases or not 1st normal form ones) is defined for this purpose. Along with this mapping description language, the ODEMapster processor is in charge of carrying out the effective instance data migration. We illustrate this by testing both the mappings definition and processor on a case study.",published,2003-10,"2nd International Semantic Web Conference, ISWC2003","Florida, USA",20/10/2003 - 23/10/2003,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the 2nd International Semantic Web Conference, ISWC2003",http://ftp.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-82/,http://oa.upm.es/id/eprint/5670,CEUR-WS,,82,,,,ISSN: 1613-0073,,,,,,,0,,,
conference_item,An Environment for Development of Semantic Web Services,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Semantic Web Services (SWSs) are specified in  a semantic markup language to enable other services (and agents) to reason about their capabilities, in order to decide whether a SWS should be  invoked or not. In this paper an environment for  development and description of SWSs is presented. This environment, called ODE SWSDesigner, consists of a graphical interface,  which allows users to carry out the design and  characterization of SWSs at a conceptual level,  and a set of software modules, which verify the  design correctness and perform the translations  from the graphical descriptions to the languages  used to specify SWSs. ODE SWSDesigner provides support for a layer-based framework that  we have proposed with the aim of enabling a  language -independent development of SWSs. This framework is based on the use of problemsolving methods that are considered as highlevel specifications from which SWS descriptions can be generated and verified.",published,2003-10,"18th International Joint Conference on Artificial Intelligence, IJCAI’03. Workshop on Ontologies and Distributed Systems","Acapulco, Méjico",09/08/2003 - 10/08/2003,conference,,Informatica,Inteligencia_Artificial,TRUE,IJCAI-03: 18th International Joint Conference on Artificial Intelligence,http://www.ijcai.org/IJCAIfutureconf.htm#IJCAI-03,http://oa.upm.es/id/eprint/5489,Morgan Kaufmann,,,,,,9780127056609,,EEUU,,,,,0,,,
conference_item,Towards a benchmark of the ODE API methods for accessing ontologies in the WebODE platform,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Ontology editors and ontology engineering platforms allow creating and maintaining ontologies and using them in a wide range of applications, but there are neither specific benchmark for evaluating ontology platforms nor for evaluating their ontology access services. In this paper we present how we have designed and structured a benchmark for the ontology access services of the WebODE platform. We also present some results and analysis of the benchmark suite execution.",published,2003-10,"First International Workshop on Practical and Scalable Semantic Systems, PSSS2001","Florida, USA","October 20, 2003",conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the First International Workshop on Practical and Scalable Semantic Systems, PSSS2001",http://ftp.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-89/,http://oa.upm.es/id/eprint/4883,CEUR,,Vol. 8,,,,1613-0073,,"Bonn, Alemania",,,,,0,,,
conference_item,ODE-SWS: A Semantic Web Service Development Environment,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Web Services (WS) are software modules that perform operations that are network-accessible through XML messaging. Web Services in the Semantic Web, that is, Semantic Web Services (SWS), should describe semantically their structure and capabilities to enable its automatic discovery, invocation and composition. In this work we present a development environment to design SWS in a language-independent manner. This environment is based on a framework that defines an ontology set to characterize how a SWS should be specified. The core ontology of this framework describes the SWS problem-solving behaviour and enables the SWS design at a conceptual level. Considering this framework, the SWS development environment is composed of (1) a graphical interface, in which the conceptual design of SWSs is performed, and (2) a tool set, which instantiates the framework ontologies according to the graphical model created by the user, verifies the completeness and consistency of the SWS through instance evaluation, and translates the SWS conceptual model description into SWS (and WS) languages, such as DAML-S, WSDL or UDDI. This tool set is integrated in the WebODE ontology engineering workbench in order to take advantage of its reasoning and ontology translation capabilities.",published,2003-09,"1st International Workshop on Semantic Web Databases, SWDB’ 03","Berlin, Alemania",07/09/2003 - 0809/2003,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of 1st International Workshop on Semantic Web Databases, SWDB’ 03",http://swdb.semanticweb.org/,http://oa.upm.es/id/eprint/5490,Universidad de Berlin,,,,,,,,Alemania,,,,,0,,,
conference_item,Cultural Aspects in the translation of texts in the domain of information technologies,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,Translatins studies is no longer limited to a purely linguistic approach. ...,published,2003-08,14th European Symposium on Languages for Specific Purposes,"Guilford, University of Surrey",August  2003,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 14th European Symposium on Languages for Specific Purposes,,http://oa.upm.es/id/eprint/6509,,,,,,,,,,289,,,,0,,,
article,"Methodologies, tools and languages for building ontologies. Where is their meeting point?",none,pub,public,,oeg,Ontology Engineering Group – OEG,"In this paper we review and compare the main methodologies, tools and languages for building ontologies that have been reported in the literature, as well as the main relationships among them. Ontology technology is nowadays mature enough: many methodologies, tools and languages are already available. The future work in this field should be driven towards the creation of a common integrated workbench for ontology developers to facilitate ontology development, exchange, evaluation, evolution and management, to provide methodological support for these tasks, and translations to and from different ontology languages. This workbench should not be created from scratch, but instead integrating the technology components that are currently available.",published,2003-07,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/2637,,Data &amp; Knowledge Engineering,46,41-64,0169-023X,,,,,,,,,0,1,,
